Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
South,Peaty,Wheat,943.549355707684,39.40095861629664,False,False,Sunny,113,4.583521694208121
East,Chalky,Wheat,957.4906944589078,39.44938674003196,True,True,Rainy,98,8.085279025606821
South,Chalky,Wheat,289.26953174601204,35.98376174411639,True,True,Sunny,71,4.955985801587624
South,Silt,Wheat,310.31127119722635,23.748470125263303,True,False,Sunny,75,3.5730205436226234
North,Loam,Wheat,134.15650785482904,38.308727710547856,True,True,Cloudy,88,4.500062567924524
South,Loam,Wheat,567.356247197857,17.570040764136955,True,False,Cloudy,74,4.542999092646855
East,Loam,Wheat,893.3741354795768,32.46006098609179,False,True,Sunny,62,7.180004158928741
South,Clay,Wheat,933.4873405910896,21.0723895968464,False,True,Cloudy,121,6.500069477099059
South,Clay,Wheat,720.622757200913,30.141912804264813,True,True,Rainy,90,6.904279659416942
South,Sandy,Wheat,547.8257448533732,34.576887738853074,False,False,Cloudy,68,2.792567937652896
North,Sandy,Wheat,397.6503113449456,20.65053946374937,True,False,Rainy,112,4.463539380161313
West,Loam,Wheat,210.55403781413983,25.85129228012064,True,True,Rainy,130,4.156329841417919
West,Silt,Wheat,250.12095124585133,35.593955680224845,True,False,Cloudy,98,2.7948325796121822
East,Sandy,Wheat,518.071478233278,34.27690018504302,True,False,Cloudy,80,5.172529080138215
North,Loam,Wheat,335.80452455764026,36.54428540482687,True,False,Cloudy,127,4.710810260286416
South,Silt,Wheat,276.24474642786674,20.1989214469516,True,True,Sunny,76,4.348662123388246
South,Clay,Wheat,764.3537442882108,34.77666207881853,True,False,Rainy,133,6.179654721956803
South,Chalky,Wheat,749.4398191802052,22.74607451333229,False,True,Rainy,121,4.951328802197825
East,Clay,Wheat,243.46557052039464,33.60145117867965,False,False,Cloudy,107,1.5454035700182538
East,Clay,Wheat,269.88431669613425,39.45785441434078,False,False,Sunny,118,1.9281517994237416
West,Sandy,Wheat,840.8551223670863,27.89615637535393,False,False,Sunny,104,4.53874460945472
West,Silt,Wheat,526.2586765479755,25.468610503132812,True,True,Cloudy,130,6.380750149409634
East,Peaty,Wheat,867.7892917990056,15.12621068692085,False,True,Cloudy,105,5.39547268226414
East,Chalky,Wheat,585.334919553389,25.58903352160559,True,False,Sunny,83,7.096349800957788
North,Silt,Wheat,134.33868405402046,33.225448544024744,False,False,Cloudy,131,1.7488248406630684
North,Clay,Wheat,252.24183293386756,35.52039536880735,True,True,Cloudy,108,4.182975656580046
South,Loam,Wheat,779.1785927739737,23.757945317615366,False,True,Cloudy,125,5.385676287120665
East,Silt,Wheat,646.0705375886051,26.91238861718257,True,True,Cloudy,97,6.909169065465592
West,Sandy,Wheat,863.8347223508338,20.10343362569633,True,True,Rainy,65,6.841528645232204
South,Chalky,Wheat,740.8197617282053,24.17866936707984,False,False,Rainy,80,4.612583513849979
North,Clay,Wheat,317.7535378909464,34.1286551161505,False,True,Sunny,134,4.430453332769549
East,Loam,Wheat,398.2107270031677,19.288514094031832,True,False,Sunny,88,3.4118555545193723
North,Peaty,Wheat,516.9288504036957,15.017606110297791,False,False,Cloudy,142,2.691823857281916
South,Loam,Wheat,743.6257294896158,27.07790426031328,False,True,Rainy,66,4.435757825768593
East,Loam,Wheat,651.891248426474,31.76044598345354,True,False,Cloudy,89,6.198049572855851
North,Peaty,Wheat,353.0812620193846,17.970126720357875,False,False,Rainy,117,1.808436956751148
South,Sandy,Wheat,867.1735265356344,17.700401661575814,True,False,Sunny,83,5.458426258523138
East,Peaty,Wheat,467.374966299947,29.553104115588884,False,True,Sunny,144,3.421512352987904
South,Clay,Wheat,227.74332216383445,29.263249262362518,False,True,Sunny,68,2.1700938036724176
North,Loam,Wheat,997.6623257808144,20.97974676181625,False,False,Cloudy,110,5.097358123396228
North,Clay,Wheat,129.89712414578307,31.291476289878705,True,True,Cloudy,104,3.589762551906663
North,Sandy,Wheat,993.2279755790756,15.551735060425935,False,True,Sunny,145,6.517844615880609
South,Sandy,Wheat,341.39357139847493,18.48886533824771,True,False,Cloudy,88,3.094913095372484
South,Sandy,Wheat,340.5857267547113,24.39242520472328,False,True,Rainy,132,3.610263053807243
North,Peaty,Wheat,764.0760802897429,19.27953082955242,True,True,Rainy,70,6.689493378461299
South,Peaty,Wheat,681.5506834584789,16.2717629106182,True,True,Sunny,75,5.677234431757308
West,Peaty,Wheat,616.762301959553,35.01727506767513,True,True,Rainy,105,7.00049168085112
West,Loam,Wheat,852.7786275937655,31.36519917220105,False,True,Sunny,74,5.487016801225908
East,Clay,Wheat,748.6127320397235,25.10334193834577,False,True,Rainy,67,4.894999655112255
West,Sandy,Wheat,409.1904885933876,23.12830448433689,False,False,Rainy,97,2.5433274818180616
South,Peaty,Wheat,973.403573124926,31.65663871931389,False,False,Sunny,115,5.446632846157222
North,Silt,Wheat,860.4548030057558,30.11721221290172,False,True,Cloudy,146,6.145533331803116
East,Chalky,Wheat,104.77918523260908,36.69185185889188,True,False,Cloudy,122,2.366709716234045
South,Clay,Wheat,629.859942189556,28.73612327756476,True,False,Sunny,132,4.827868995697444
East,Silt,Wheat,200.25555219076992,23.83584657564794,True,False,Sunny,65,3.1080163813895645
North,Chalky,Wheat,891.7907044193439,21.66935237163592,False,True,Cloudy,148,5.316960187400577
South,Silt,Wheat,675.4949439765296,19.50774648054699,False,True,Cloudy,92,5.026099761773375
East,Peaty,Wheat,311.6468301858096,35.79469599396813,True,True,Sunny,145,5.893931006707278
South,Sandy,Wheat,671.45110465381,21.10225423581403,False,False,Rainy,146,2.821440434413205
South,Clay,Wheat,218.34462789852628,18.5404420202974,False,False,Cloudy,71,1.511331950889577
South,Sandy,Wheat,127.82672116359936,26.26533893054997,True,False,Sunny,125,2.6990449371456187
North,Loam,Wheat,479.81274951502894,39.312133862777166,False,True,Cloudy,115,4.9492289879274605
East,Loam,Wheat,257.73888893403625,16.788362359792757,False,False,Sunny,137,2.3203597241192497
South,Silt,Wheat,568.5822369596458,30.14772463328876,False,True,Sunny,135,4.674601232786337
East,Sandy,Wheat,556.9307628782226,39.93364926511767,True,False,Cloudy,72,5.052466861820908
West,Clay,Wheat,709.728101878821,33.10000402981794,False,True,Cloudy,117,5.629922604803617
East,Clay,Wheat,652.3864181566978,16.8756102305018,False,False,Sunny,106,4.3382794049922575
East,Silt,Wheat,502.8848763891899,39.55006238689377,False,True,Rainy,107,4.459840344253294
West,Clay,Wheat,680.5341177633504,18.30754400043141,False,False,Cloudy,75,3.8293205085193858
West,Chalky,Wheat,396.2518369487348,28.095848864941857,False,True,Sunny,101,4.390999110771681
North,Silt,Wheat,470.99418199866096,17.15000076636097,True,False,Cloudy,144,3.0633024746772954
North,Sandy,Wheat,970.5913006571924,21.454816195642515,False,True,Sunny,87,6.264896560595745
North,Sandy,Wheat,600.628656986706,28.506872744821468,False,True,Cloudy,79,5.046935470782564
East,Peaty,Wheat,917.0771337017828,18.80610955623668,False,True,Cloudy,87,5.235269186620176
West,Clay,Wheat,350.9506093952763,18.03057830857664,True,False,Cloudy,123,3.8927907372011537
East,Silt,Wheat,393.3924069078767,24.53210472500774,False,True,Rainy,119,3.651760047624234
South,Chalky,Wheat,268.0835206498375,20.91015062658272,False,False,Cloudy,146,2.622893139628993
West,Peaty,Wheat,460.1646241141698,36.26226959086496,False,True,Rainy,133,4.392361572365564
South,Peaty,Wheat,399.73219716239447,26.60671477420928,True,False,Sunny,101,3.619636194866143
East,Silt,Wheat,860.0790251763021,36.45979433694623,True,False,Rainy,134,6.533572709263617
East,Chalky,Wheat,241.4509922540904,18.149772545822945,True,False,Sunny,112,2.6750788313813465
South,Peaty,Wheat,510.3809042987815,17.987709674764975,False,True,Cloudy,80,4.275289387378356
West,Clay,Wheat,877.5644523953864,33.483987316606246,True,False,Rainy,104,6.412070348043213
South,Clay,Wheat,751.5722574186375,23.32984724374255,True,True,Cloudy,131,7.764802167843984
North,Silt,Wheat,936.9723786820508,39.56940549099002,False,True,Sunny,138,6.585038898181617
West,Peaty,Wheat,706.4283030202407,16.74192017726052,False,False,Rainy,86,3.324573334467668
North,Chalky,Wheat,264.30148891664203,37.04853187877653,False,False,Rainy,66,1.5515816925311965
North,Silt,Wheat,889.9551222103737,16.89506990549293,True,True,Sunny,68,7.140694339298556
North,Clay,Wheat,436.125561885816,34.262934885469406,False,False,Rainy,97,2.495547436673706
East,Silt,Wheat,132.3821033389848,36.440141216648016,True,True,Sunny,113,3.529786500412345
West,Sandy,Wheat,207.45401888275217,33.30537086383687,False,False,Sunny,100,2.2141245986802223
South,Loam,Wheat,501.42072568193873,27.95147794418758,True,False,Rainy,61,4.683903077443667
West,Loam,Wheat,455.13416362671467,29.380199111465043,True,True,Sunny,146,5.186771107727767
West,Chalky,Wheat,520.5841997800701,37.40186545240485,False,False,Rainy,83,3.3584000760480524
East,Peaty,Wheat,635.9820867235842,34.56224039087134,True,False,Sunny,91,5.049306593899728
South,Clay,Wheat,800.0566814842991,26.42281470226485,False,True,Cloudy,102,5.373090894798584
North,Loam,Wheat,476.449482797549,29.861099954649497,False,False,Cloudy,67,3.004924781335054
East,Peaty,Wheat,126.1797387210074,29.435847842605284,False,False,Rainy,142,0.7854147634463513
North,Peaty,Wheat,570.4857175150187,23.830276181128315,False,True,Sunny,71,4.512994222728903
North,Chalky,Wheat,467.8840126470063,24.469417088673755,True,False,Sunny,66,5.097059938283908
North,Sandy,Wheat,954.1428269038752,21.125538388596038,False,False,Rainy,119,4.925578130504156
East,Chalky,Wheat,679.7037356122055,38.25259340113405,False,True,Sunny,140,6.006646594674066
North,Clay,Wheat,859.6791325669619,35.67007097691204,True,False,Cloudy,134,5.819207524417251
East,Loam,Wheat,718.5454670486329,31.23879217025051,False,False,Sunny,96,4.553330833468702
West,Sandy,Wheat,242.25043926947865,35.99686626740349,True,True,Cloudy,107,3.9804460037849134
East,Chalky,Wheat,509.4501383873072,30.293429556974104,False,True,Cloudy,141,4.021050217539349
West,Peaty,Wheat,654.3057892999725,30.070706648522474,False,True,Rainy,127,5.078237902463007
West,Peaty,Wheat,311.0382468234959,35.43629077545588,True,False,Rainy,70,4.203338612606799
South,Clay,Wheat,645.7388666541729,16.740575785015448,True,True,Cloudy,136,6.630788207044798
East,Peaty,Wheat,624.3214978275554,33.94558476429694,False,True,Cloudy,64,3.8903015619461594
South,Sandy,Wheat,885.9554249410869,38.51189707861391,False,False,Sunny,123,5.682268225743957
South,Clay,Wheat,110.78982519667812,22.05727820059288,False,True,Sunny,91,1.6961438867140466
North,Sandy,Wheat,339.0417457132657,29.34293683919782,False,True,Sunny,74,4.367394651729239
West,Clay,Wheat,596.3740699677694,35.98395837212452,True,False,Sunny,80,4.579933761739919
East,Clay,Wheat,266.57921423460823,31.868280910480152,True,False,Rainy,146,3.2924602547809183
South,Silt,Wheat,938.0072869281968,21.429566517888222,True,False,Cloudy,118,6.194264701327916
East,Loam,Wheat,834.9591397183443,30.79251745828801,False,True,Rainy,119,6.551071738163208
South,Clay,Wheat,258.61632489862563,22.26821225595016,True,True,Rainy,64,4.709114269635662
West,Clay,Wheat,197.16863574220017,28.213208418765312,False,True,Cloudy,135,3.124709298798022
North,Sandy,Wheat,618.2503008628207,39.51385986160831,False,True,Sunny,128,5.663470220211352
South,Sandy,Wheat,774.6511404844624,20.301291354070223,False,True,Sunny,125,4.94867728864933
East,Loam,Wheat,810.5491628416113,21.839182550820155,False,False,Rainy,138,4.158183558614068
North,Loam,Wheat,497.24105451482274,30.82931399411651,False,True,Rainy,89,4.568841973738851
South,Peaty,Wheat,743.4694307382631,31.880657165452213,True,True,Sunny,66,7.496094900257302
North,Sandy,Wheat,877.2759317878651,25.07796906655085,True,True,Rainy,142,7.530092422954979
West,Loam,Wheat,318.07479682041514,27.560510825017133,False,True,Rainy,139,3.548142805232763
West,Sandy,Wheat,663.1468015501739,24.022929137708203,False,False,Rainy,93,2.901651129617107
North,Silt,Wheat,869.736614153807,25.602248895310503,False,False,Cloudy,116,4.329477291582434
North,Sandy,Wheat,339.15715074605146,16.41943445427985,True,True,Sunny,116,4.80360737078132
West,Clay,Wheat,459.6496068112921,21.237045054145103,True,True,Sunny,84,6.007019303987357
West,Sandy,Wheat,607.878568092727,38.20291433546423,False,False,Sunny,72,3.234482063675343
West,Loam,Wheat,713.0225592046637,30.385058428646456,False,False,Sunny,83,4.15188346517623
West,Chalky,Wheat,726.1658745502555,16.25348024862128,False,True,Rainy,85,5.8679165589596565
East,Peaty,Wheat,520.1137472708947,23.9777853283411,False,True,Sunny,101,3.3074439423619864
South,Loam,Wheat,209.0840728125431,28.807272156651425,False,True,Rainy,147,2.354011091130272
South,Silt,Wheat,198.81103821185525,28.71201474803644,True,False,Sunny,75,2.369983040962927
East,Loam,Wheat,741.6863869003678,19.24577174117309,True,True,Cloudy,145,6.432430533536708
West,Chalky,Wheat,443.43277049726805,35.76850202027659,False,True,Rainy,127,3.399074501304957
South,Chalky,Wheat,615.5101786980899,20.576743980367134,False,False,Rainy,113,3.947826904216538
West,Silt,Wheat,493.3966693090389,37.6345275491945,False,False,Cloudy,133,3.4309315617765908
North,Clay,Wheat,628.0880154254457,39.38058963326053,True,True,Sunny,94,6.448857613034847
West,Peaty,Wheat,972.7931288294792,38.7799475510224,True,False,Sunny,144,7.733467146463794
South,Peaty,Wheat,462.25315591106977,18.09303607377658,True,True,Sunny,107,4.446599885819391
North,Silt,Wheat,341.7500832249672,36.94919443334141,True,False,Rainy,78,3.918893956588158
East,Clay,Wheat,149.52420529010593,33.94971997474068,False,False,Cloudy,111,1.405151794703385
West,Loam,Wheat,415.6911855829321,39.994495625872034,False,True,Cloudy,103,4.104788324850648
West,Silt,Wheat,775.4380522293411,26.915341461735014,False,False,Cloudy,71,3.479072217519047
East,Chalky,Wheat,715.2002839467843,32.177293159753646,True,False,Cloudy,89,6.357630174899334
South,Silt,Wheat,796.0084192998244,37.72727210010439,False,True,Sunny,63,5.7636175296906655
South,Sandy,Wheat,972.396780715728,20.33445886555207,False,True,Rainy,61,6.465902163104212
North,Clay,Wheat,230.79299092727223,35.48326815254006,True,False,Rainy,63,3.2527715634577063
North,Peaty,Wheat,157.56575594218248,15.86749286069246,False,True,Rainy,89,2.6412185688895904
South,Sandy,Wheat,692.6688925270062,25.597882136034517,False,False,Sunny,126,3.969734002815221
North,Sandy,Wheat,319.9213062364004,37.69307835055595,True,False,Rainy,110,4.270245592061919
East,Sandy,Wheat,764.9447541877024,28.569256448210137,False,False,Rainy,100,4.384998008674338
North,Loam,Wheat,382.50143095776247,39.298917872076,True,True,Sunny,76,5.35238427592248
West,Clay,Wheat,100.99837703409747,22.285626366437608,False,True,Sunny,123,1.7364597241489743
East,Loam,Wheat,143.82561124595358,31.681604115921488,True,True,Rainy,117,4.173190020953748
East,Clay,Wheat,142.37528772652195,27.46307929418466,False,True,Sunny,135,2.6914948872540503
East,Silt,Wheat,122.08585994162031,17.620659659197514,False,True,Sunny,121,1.6826224042242066
West,Loam,Wheat,605.0027315547604,29.2132524791325,True,False,Sunny,77,5.256429688878818
West,Sandy,Wheat,331.0092630326008,25.32073590365048,True,False,Sunny,103,3.607223987453113
East,Chalky,Wheat,910.9665571783836,38.803057346187735,True,True,Sunny,122,8.925553409186053
East,Clay,Wheat,404.9620919485639,30.03485950813577,True,True,Cloudy,127,6.198898617137491
East,Chalky,Wheat,255.69343159392648,26.123050623267268,False,True,Sunny,75,4.1443885311794695
West,Peaty,Wheat,726.5985579316902,16.07837595137498,False,False,Cloudy,127,3.919996952163932
South,Peaty,Wheat,349.01880387775395,25.00036113992129,True,False,Cloudy,118,3.3129645615970023
West,Loam,Wheat,996.33979584956,29.700697073830625,True,True,Rainy,103,8.080447774837552
West,Silt,Wheat,727.57041468337,39.43333589797207,True,True,Rainy,111,7.760246188041598
North,Sandy,Wheat,547.6589603200325,32.46297667286615,True,False,Cloudy,92,5.534177731336743
East,Clay,Wheat,359.06278158556927,29.250050619680827,True,False,Sunny,79,3.4484251043533147
West,Loam,Wheat,834.6040609251663,32.77644248802066,False,False,Rainy,112,4.411070093526757
North,Loam,Wheat,260.8959201745818,34.16103183493464,True,False,Sunny,105,4.0362008141789785
North,Silt,Wheat,714.2216844151893,15.949280065983704,True,True,Cloudy,93,6.442263415686917
West,Chalky,Wheat,924.259150445431,31.298204251425982,True,True,Cloudy,62,7.402393463364404
East,Chalky,Wheat,696.2567103560068,25.99307521095663,True,False,Rainy,137,5.89448623442015
South,Clay,Wheat,826.721909467745,27.0205484668372,False,True,Rainy,97,6.174433040245136
South,Silt,Wheat,187.3828939005616,26.101771705122843,True,False,Sunny,106,2.5841953776100484
East,Sandy,Wheat,632.1637718393738,25.53477229547127,True,True,Rainy,145,7.211662687014817
East,Silt,Wheat,516.3801929605193,22.77665751984949,False,True,Cloudy,127,4.479288633113989
West,Clay,Wheat,929.7754410853748,34.20516048731252,True,False,Rainy,76,7.927807939887934
North,Silt,Wheat,455.4065006066684,39.48132732332593,True,False,Cloudy,74,4.6295762865666426
West,Chalky,Wheat,116.7002917160621,37.97157296421457,False,True,Cloudy,145,3.488653073558804
West,Loam,Wheat,789.4300658233741,34.89002605934313,False,False,Cloudy,141,4.864952489872295
West,Peaty,Wheat,239.6632317503401,38.97488663832046,True,True,Sunny,103,4.252282037809933
East,Peaty,Wheat,101.50951396897338,18.26895430564681,True,False,Cloudy,110,2.7316122213149603
South,Chalky,Wheat,120.71575368073644,26.811942004725893,True,True,Sunny,71,4.195271103014608
South,Clay,Wheat,672.0232849232434,32.34972243489926,True,True,Sunny,148,6.162162681302553
North,Clay,Wheat,425.0309817011845,15.573361635246783,False,False,Cloudy,114,3.0964785490742166
East,Clay,Wheat,459.062967588424,22.154686426420916,True,True,Rainy,72,5.3359798024679295
North,Loam,Wheat,702.1847056702408,33.17376685418425,False,True,Cloudy,133,5.096349662456281
East,Silt,Wheat,940.7782229447292,16.368701403325975,True,False,Sunny,109,7.133392874857512
East,Peaty,Wheat,857.8592449011265,36.126135084079394,False,False,Sunny,143,4.807554905081032
North,Peaty,Wheat,323.6088990993933,17.198786122884368,False,True,Sunny,109,3.1099398698219782
East,Silt,Wheat,426.7341064982512,20.07147141811832,True,False,Sunny,111,5.065793446884957
South,Peaty,Wheat,586.1760129996846,32.10935522782683,True,True,Sunny,138,5.969407308946542
East,Peaty,Wheat,844.7435999753978,38.26997132548279,False,False,Sunny,114,5.805077483151859
East,Peaty,Wheat,706.0409210983669,32.50555586567703,True,True,Rainy,115,7.574893759423384
South,Loam,Wheat,839.456604671475,33.417692313351424,True,True,Rainy,142,7.916184237494526
West,Loam,Wheat,332.8546850126125,30.35685204544148,False,False,Sunny,73,2.3442742266608336
South,Peaty,Wheat,153.57586676162035,29.344615294123216,False,False,Cloudy,98,0.9221310803030816
West,Silt,Wheat,758.0267538413168,22.98212536469051,False,True,Sunny,126,5.795668925018662
East,Loam,Wheat,968.3948461132366,25.70617928204458,False,False,Sunny,75,5.463557208339732
North,Loam,Wheat,341.5974573135553,38.24696908159076,False,False,Sunny,137,3.03195997586988
North,Peaty,Wheat,833.9151133696877,23.925051327117053,True,False,Cloudy,80,6.705156568399331
East,Peaty,Wheat,407.6731971694872,30.216643339349524,False,True,Sunny,64,3.0102956658101223
East,Sandy,Wheat,660.9252488028621,35.40466553344022,False,False,Rainy,63,4.218879181059653
West,Loam,Wheat,193.3953468068132,33.47896987845693,True,True,Rainy,144,4.829110604590077
North,Chalky,Wheat,779.5655922377965,34.77348699247012,False,True,Rainy,114,6.950356669401136
South,Sandy,Wheat,249.29669951979204,16.309447130211417,False,False,Sunny,84,1.2159248462647936
West,Chalky,Wheat,517.1726294226714,35.23099510658032,True,True,Cloudy,80,5.62478058063555
South,Chalky,Wheat,387.5977557063426,27.608060472795486,False,True,Sunny,60,3.4172042409584584
East,Clay,Wheat,994.3729970138294,30.684048922443797,True,False,Cloudy,99,7.522638640419238
West,Clay,Wheat,107.12537260930505,18.352220859751625,False,True,Cloudy,96,1.866937207620744
North,Sandy,Wheat,935.0745292309068,16.382692163477373,True,True,Rainy,109,7.064381152549247
North,Chalky,Wheat,620.9116388576597,22.21320065527567,False,True,Sunny,81,5.191128135470467
South,Sandy,Wheat,323.85641438532593,36.70070686228646,True,True,Rainy,104,4.809284630510044
North,Peaty,Wheat,964.5327375052927,28.273485639875485,True,True,Sunny,136,7.795390163393331
South,Peaty,Wheat,667.6193707123296,35.71285550897842,False,True,Rainy,95,6.042895586278418
North,Clay,Wheat,798.1030633928931,36.33110502308712,False,False,Cloudy,78,5.596701297230823
South,Chalky,Wheat,404.4993399504714,35.13965040460711,False,True,Sunny,106,2.8649363365532654
South,Sandy,Wheat,776.0013087859711,28.300550613385848,False,True,Rainy,134,5.565278945427833
East,Silt,Wheat,205.1586871477019,22.785373737129405,True,True,Cloudy,145,3.810356216851882
South,Clay,Wheat,126.03961990823866,36.4814109326242,False,True,Sunny,63,2.139763571115566
North,Peaty,Wheat,712.2243771805421,22.42245157856309,True,True,Cloudy,87,7.020325876580391
North,Peaty,Wheat,414.80504783849005,26.054341801529997,False,True,Rainy,82,4.058069708840739
West,Peaty,Wheat,938.7102750611112,20.83045503457228,True,False,Cloudy,100,6.685823964704515
North,Loam,Wheat,155.34546613025185,32.63978743239534,False,False,Cloudy,104,1.4898025753921222
South,Sandy,Wheat,880.7488538889233,32.21942093656881,True,False,Rainy,74,6.063413967079264
North,Sandy,Wheat,973.461666315134,30.477910281421146,False,True,Cloudy,94,6.578272812955795
West,Loam,Wheat,343.59889228559285,31.01039261829008,False,False,Rainy,67,2.436246156377863
South,Clay,Wheat,962.6283132824548,23.222762250596016,True,True,Sunny,75,7.916511982147004
South,Peaty,Wheat,689.7224514672291,17.235642553893022,True,False,Rainy,71,5.045660283932246
South,Sandy,Wheat,590.7358463815855,23.18972628474816,True,True,Cloudy,73,5.835681556794285
North,Clay,Wheat,854.8619224940242,18.209679489493563,True,True,Cloudy,116,6.788984613188998
West,Chalky,Wheat,844.3665144634198,15.584500018628193,False,True,Cloudy,108,5.767872230512159
West,Chalky,Wheat,220.9445663655096,23.577470623975152,True,True,Rainy,126,4.993123172978951
North,Silt,Wheat,927.7374889772816,15.905926222222108,False,True,Rainy,140,5.964795076710182
South,Sandy,Wheat,618.5743515180328,25.469365259785462,False,True,Cloudy,133,3.932055323002518
East,Clay,Wheat,417.4158253103151,20.552440569928624,False,False,Sunny,130,2.396756451023298
North,Sandy,Wheat,152.71216958712574,15.604775801487897,False,False,Sunny,145,0.0912123736272321
West,Chalky,Wheat,796.538207925095,29.128051684990798,False,False,Sunny,141,3.9839182490039295
North,Loam,Wheat,338.93519038522606,18.86757918497637,False,True,Rainy,140,2.837100205029082
South,Peaty,Wheat,478.5963998966922,32.60457350653401,True,True,Rainy,135,5.149880601944685
West,Peaty,Wheat,873.5542449724844,38.12369044441491,False,True,Cloudy,83,5.501808529665615
East,Loam,Wheat,902.1663856090444,26.40608341194033,False,False,Sunny,149,5.01667625193884
North,Loam,Wheat,374.7554895411312,19.2452950803529,False,True,Rainy,62,4.393360825745838
North,Silt,Wheat,652.8725322078861,27.987177732857624,True,False,Cloudy,78,5.19499076322762
West,Silt,Wheat,333.1282679289601,32.753652644433664,True,True,Rainy,102,6.109980676838527
East,Chalky,Wheat,688.2478150866588,30.701268286615147,True,False,Sunny,93,6.447139043675266
East,Clay,Wheat,360.560944833937,29.994646830065093,False,True,Rainy,143,3.33335559650236
West,Clay,Wheat,383.617187865203,38.040621609119725,True,False,Sunny,140,3.806999235855616
West,Silt,Wheat,973.113758513502,33.40100540995112,True,False,Rainy,117,6.6962518544233625
East,Sandy,Wheat,972.3400907454763,21.939308387541235,False,True,Rainy,145,6.993112080662648
South,Chalky,Wheat,614.812106757256,39.14995865620185,False,False,Rainy,98,4.486986561216658
North,Clay,Wheat,262.87336755128587,18.724485654765807,True,False,Cloudy,140,3.2253588940441795
South,Sandy,Wheat,566.3717220564616,30.07175436211435,True,True,Rainy,68,5.937828796565416
East,Loam,Wheat,511.80448590585934,19.98558018386556,True,False,Rainy,124,4.563664982378268
East,Loam,Wheat,968.2621978559434,30.315630857996727,True,True,Sunny,66,7.689833776536916
West,Loam,Wheat,882.93261466992,22.35688552807993,True,False,Rainy,130,5.702276394602316
South,Silt,Wheat,559.5610757804902,18.971904298355653,False,True,Sunny,114,3.521952960895858
South,Sandy,Wheat,415.3768167998676,36.19546672522347,True,False,Sunny,90,4.6633589290043815
East,Silt,Wheat,813.4633288646908,16.754359777664334,True,True,Rainy,81,6.648596263619631
West,Loam,Wheat,475.6513875651192,35.717732981914246,False,True,Sunny,101,3.770650112930412
East,Chalky,Wheat,871.5149110417283,24.302465115793787,True,False,Cloudy,73,7.007785392592097
North,Silt,Wheat,652.8866708709915,24.458225037330845,False,True,Sunny,146,5.177585094753871
North,Clay,Wheat,888.8156772173456,35.649088611161446,False,True,Cloudy,108,6.207652481529364
West,Silt,Wheat,571.386106373532,31.360540529280637,False,True,Sunny,110,5.635685374775183
South,Sandy,Wheat,719.1389397409658,17.576943834834385,True,False,Sunny,124,6.088608723730637
North,Loam,Wheat,701.5750154190899,31.322835488398983,True,True,Rainy,123,6.898985370192625
South,Clay,Wheat,430.456150884108,15.412434586247864,True,True,Rainy,61,4.810417222913319
North,Silt,Wheat,548.067933352124,23.148633194293264,True,False,Cloudy,149,4.947924695508946
North,Clay,Wheat,930.6860108982348,24.49493394843617,True,True,Rainy,130,7.958643716123352
North,Loam,Wheat,507.2150048392508,38.15557522916813,False,True,Sunny,104,4.375110250493063
West,Clay,Wheat,916.6766489177568,20.930394850911416,True,True,Cloudy,73,8.00350958420416
East,Peaty,Wheat,819.9129940340049,33.124600973313974,False,True,Sunny,148,5.45232941464012
East,Sandy,Wheat,951.6459368984888,28.014036517904536,False,False,Rainy,103,5.505170460420032
West,Peaty,Wheat,307.6321223105979,30.994123484959168,True,True,Rainy,137,5.037840028630629
East,Chalky,Wheat,362.4096292485472,27.857667459260963,False,False,Cloudy,117,1.740356623800363
North,Silt,Wheat,561.2066725889365,26.72008771065634,True,False,Cloudy,95,4.505471588736424
North,Chalky,Wheat,301.9551095629365,27.433319414507217,True,False,Sunny,80,3.2254795914276397
South,Sandy,Wheat,647.0332786898766,32.25864371053413,True,False,Cloudy,81,5.448097480279875
East,Silt,Wheat,124.6890890609445,27.10687491689437,True,True,Sunny,73,3.385420966895201
West,Peaty,Wheat,659.4903425353241,31.479854782088683,True,False,Cloudy,98,5.771899448478993
North,Loam,Wheat,325.62889954721595,28.26375227846338,False,True,Cloudy,76,2.9022650485459205
South,Loam,Wheat,519.3373935465829,21.552785640247432,False,True,Sunny,104,5.327875370022861
North,Clay,Wheat,163.72617728142106,20.74286040613752,False,False,Sunny,60,0.7014289146979484
South,Silt,Wheat,244.70410210095784,22.481423283817183,False,False,Sunny,134,1.0843352836457023
North,Loam,Wheat,372.471665777807,21.04991753242374,True,False,Sunny,66,3.555535019801131
South,Clay,Wheat,310.81139604490335,35.893082775318824,True,True,Cloudy,141,4.872181616452791
North,Silt,Wheat,102.06992463299484,23.02284585308116,False,False,Rainy,93,0.7872222024620886
North,Loam,Wheat,424.4306102945532,25.66631915361686,False,True,Sunny,103,4.556095173689672
West,Loam,Wheat,646.9691934000524,32.93013238369632,True,False,Sunny,142,4.926205475765347
South,Chalky,Wheat,889.6452548006861,28.46894456748285,False,False,Sunny,118,4.752483823908696
East,Loam,Wheat,328.5426394058712,32.700661933447606,False,True,Cloudy,108,3.726998757685154
South,Silt,Wheat,444.9080021692448,18.966656927069835,True,True,Sunny,112,4.868430923881986
North,Clay,Wheat,977.8278209547946,15.335596562357498,False,False,Rainy,106,4.333749256194798
